seconds,force (gF),temp (C),motor (%),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2),gyro_thx (deg/sec),gyro_thy (deg/sec),gyro_thz (deg/sec),,,
482,24.40702136,12.25308751,30,6.557458496,1.579101563,6.614880371,-3.567504883,-15.27404785,-1.239013672,,,
483,22.06694261,12.22738479,30,7.080236816,2.725146484,6.479101563,31.02874756,-6.269836426,-18.39294434,,,
484,29.25098438,12.22738479,30,7.363757324,0.916357422,6.410314941,2.91595459,-24.5880127,-12.16583252,,,
485,22.20734734,12.25308751,30,7.352392578,1.210644531,6.895410156,-9.954833984,-0.608825684,-5.191040039,,,
486,26.81730248,12.25308751,30,7.308728027,1.882958984,5.7421875,-4.582214355,-9.773254395,7.733154297,,,
487,24.26661664,12.2445134,30,9.070861816,-0.895422363,6.163879395,0.704956055,-31.9152832,10.7131958,,,
488,28.61916311,12.25308751,30,8.199365234,1.287805176,5.749365234,7.070922852,-16.47033691,11.12976074,,,
489,25.50685838,12.25308751,30,8.108447266,-0.998303223,6.837988281,5.500793457,-26.43585205,-4.913330078,,,
490,27.96394106,12.27025534,30,8.583374023,-0.648388672,5.861816406,3.813171387,-16.74804688,18.6920166,,,
491,22.8391686,12.25308751,30,8.048034668,-0.394775391,4.981945801,20.7321167,-1.441955566,-8.34197998,,,
492,24.78143396,12.26166815,30,8.570812988,1.214233398,3.283813477,56.53533936,1.324462891,14.64385986,,,
493,24.8984379,12.27884907,30,7.117321777,2.771203613,5.688952637,-3.289794922,-19.33288574,-3.503417969,,,
494,28.19794894,12.26166815,30,9.01583252,-0.82244873,5.854040527,-3.503417969,-17.02575684,22.33428955,,,
495,24.75803318,12.25308751,30,8.277124023,0.683679199,5.636914063,10.15777588,0.662231445,17.12188721,,,
496,26.11527885,12.26166815,30,7.189697266,0.74708252,6.267956543,2.616882324,5.532836914,4.507446289,,,
497,24.17301349,12.28744936,30,8.286694336,-1.847668457,5.691943359,11.75994873,-24.96185303,-4.357910156,,,
498,23.5879938,12.28744936,30,7.278222656,2.537329102,5.093798828,-3.161621094,12.36877441,-33.4854126,,,
499,21.03730796,12.27884907,30,7.743579102,2.223303223,6.854138184,-21.21276855,7.968139648,-9.634399414,,,
500,26.09187806,12.30466961,30,7.317102051,-1.26986084,6.799108887,39.21051025,-28.25164795,-14.27001953,,,
501,27.26191744,12.30466961,30,4.434643555,-0.12142334,5.210437012,-1.174926758,-12.57171631,-38.34533691,,,
502,26.72369933,12.2960562,30,6.933093262,-0.223706055,5.679382324,-15.53039551,-7.83996582,-26.52130127,,,
503,25.97487413,12.31328959,30,7.738793945,-1.92064209,5.09140625,-8.630371094,-12.42218018,16.29943848,,,
504,27.1449135,12.33918897,30,7.397851563,-2.121618652,7.234558105,23.42376709,-0.384521484,-1.773071289,,,
505,29.43819068,12.32191613,30,8.311218262,0.31940918,5.036975098,0.833129883,-15.47698975,2.488708496,,,
506,24.45382294,12.34783527,30,7.801599121,2.11862793,5.268457031,6.195068359,5.596923828,-11.10839844,,,
507,31.00604344,12.33918897,30,9.338232422,1.65925293,5.094396973,9.43145752,-5.265808105,11.17248535,,,
508,31.94207494,12.34783527,30,8.557653809,-0.928320313,4.353295898,7.369995117,-11.79199219,-2.339172363,,,
509,30.7018332,12.33054926,30,8.243029785,-1.81895752,5.569921875,-0.694274902,-13.87481689,-6.301879883,,,
510,34.51616156,12.35648816,30,8.817248535,-2.865710449,5.273242188,-8.085632324,-40.40679932,-9.687805176,,,
511,28.6425639,12.34783527,30,8.58815918,0.826635742,4.556665039,12.09106445,-0.704956055,-2.851867676,,,
512,25.10904499,12.35648816,30,8.062988281,1.275244141,5.486181641,8.737182617,6.365966797,-17.51708984,,,
513,28.40855603,12.35648816,30,7.434936523,1.240551758,5.404833984,-2.307128906,-4.197692871,-5.415344238,,,
514,28.80636941,12.33918897,30,8.576196289,1.884753418,5.899499512,3.941345215,10.56365967,-20.35827637,,,
515,31.14644816,12.34783527,30,4.965197754,-2.860327148,7.342224121,-27.3651123,-19.62127686,-19.68536377,,,
516,27.09811193,12.37381373,30,7.622753906,-2.385400391,5.902490234,-5.191040039,-8.235168457,-8.160400391,,,
517,19.91407016,12.39985167,30,8.354882813,-0.791345215,7.729821777,-38.21716309,20.35827637,11.88812256,,,
518,24.54742609,12.38248643,30,7.553369141,-0.759643555,5.961108398,23.85101318,-12.60375977,-7.028198242,,,
519,19.58645914,12.37381373,30,7.172949219,-0.966003418,4.853344727,2.403259277,22.36633301,13.78936768,,,
520,25.4600568,12.38248643,30,10.00635986,-0.51739502,5.968884277,30.49468994,-7.113647461,2.809143066,,,
521,21.59892686,12.36514764,30,7.93079834,-4.672705078,2.427868652,55.29632568,-39.88342285,-27.19421387,,,
522,30.63163084,12.37381373,30,7.119116211,-2.668920898,4.28092041,43.76068115,-25.21820068,-31.87255859,,,
523,21.57552608,12.38248643,30,7.907470703,-1.057519531,4.002185059,17.49572754,-9.495544434,-2.798461914,,,
524,22.20734734,12.38248643,30,8.220898438,0.698034668,9.131274414,-95.82061768,53.61938477,46.56982422,,,
525,33.93114188,12.39116574,30,6.785949707,-3.649279785,6.918737793,-23.33831787,-45.82214355,-32.43865967,,,
526,25.88127098,12.41724341,30,7.527050781,-3.620568848,6.67947998,25.23956299,-30.41992188,-14.60113525,,,
527,25.50685838,12.42594922,30,7.011450195,-0.227294922,6.884643555,-7.914733887,-13.07373047,-4.710388184,,,
528,25.34305286,12.42594922,30,7.940368652,0.278735352,5.085424805,29.44793701,-10.74523926,-24.3850708,,,
529,29.08717886,12.42594922,30,7.396655273,0.765026855,6.32298584,17.76275635,-19.66400146,-25.21820068,,,
530,22.69876388,12.46083891,30,7.264465332,2.374035645,5.648278809,20.29418945,17.65594482,0.918579102,,,
531,29.90620643,12.43466168,30,7.292578125,1.077258301,6.168066406,7.786560059,-15.53039551,0.18157959,,,
532,22.88597018,12.44338077,30,9.631323242,-0.875085449,7.284204102,-40.02227783,7.872009277,44.30541992,,,
533,31.84847179,12.43466168,30,6.84576416,-1.86920166,4.368249512,39.68048096,-112.739563,-53.33099365,,,
534,24.66443003,12.44338077,30,8.887231445,-1.156213379,5.949743652,-12.11242676,-29.14886475,-7.01751709,,,
535,30.35082139,12.45210652,30,7.290185547,0.775195313,5.75534668,12.94555664,-12.81738281,-9.43145752,,,
536,34.89057416,12.43466168,30,8.039660645,0.379223633,5.462255859,2.467346191,-13.13781738,-11.6317749,,,
537,29.08717886,12.45210652,30,8.455969238,1.306945801,5.076452637,14.15252686,-9.901428223,-5.735778809,,,
538,29.08717886,12.46957797,30,8.758032227,0.95703125,4.437036133,20.09124756,21.69342041,-8.374023438,,,
539,31.38045604,12.43466168,30,8.4984375,1.733422852,4.649377441,18.04046631,10.00823975,-3.663635254,,,
540,30.74863478,12.45210652,30,8.639599609,-0.069384766,4.943066406,-6.248474121,-23.55194092,-3.663635254,,,
541,30.65503163,12.47832369,30,8.221496582,3.337646484,3.840686035,26.35040283,15.24200439,-18.61724854,,,
542,24.96864026,12.46083891,30,8.555859375,3.667822266,4.414306641,14.44091797,12.57171631,-2.926635742,,,
543,35.03097889,12.46083891,30,8.419482422,2.186218262,4.231274414,12.94555664,6.547546387,-4.96673584,,,
544,27.16831429,12.47832369,30,8.693432617,1.634729004,3.963305664,9.655761719,3.706359863,0.373840332,,,
545,27.30871901,12.47832369,30,8.478100586,0.247033691,4.626647949,11.8560791,-7.850646973,-1.121520996,,,
546,31.4506584,12.47832369,30,9.131274414,-1.214831543,5.587268066,-22.95379639,-30.47332764,-5.853271484,,,
547,32.31648754,12.47832369,30,8.692236328,-2.633630371,5.522070313,-15.69061279,-41.27197266,-17.14324951,,,
548,30.77203556,12.48707608,30,8.978747559,2.320800781,3.367553711,36.2411499,12.33673096,2.061462402,,,
549,34.04814581,12.46083891,30,6.613684082,2.405737305,6.694433594,-29.30908203,-41.52832031,-88.31176758,,,
550,32.85470565,12.46083891,30,4.32578125,2.711987305,7.811169434,-38.61236572,-38.86871338,-103.5964966,,,
551,30.39762296,12.49583514,30,9.916638184,0.632836914,3.99979248,22.07794189,10.08300781,66.87469482,,,
552,29.62539698,12.48707608,30,9.216210938,2.030700684,3.593652344,48.05450439,10.38208008,-6.8359375,,,
553,29.46159146,12.46957797,30,9.144433594,2.653967285,3.629541016,31.07147217,3.546142578,2.275085449,,,
554,29.88280564,12.52215243,30,8.362060547,2.565441895,3.368151855,28.60412598,2.862548828,-14.08843994,,,
555,32.50369384,12.48707608,30,9.807177734,-0.123217773,4.005773926,7.936096191,2.734375,9.826660156,,,
556,28.12774658,12.49583514,30,7.54140625,1.197485352,6.366052246,4.678344727,-18.6920166,-19.64263916,,,
557,36.76263716,12.50460088,30,8.941662598,-1.254907227,5.399450684,-29.13818359,-32.19299316,-50.62866211,,,
558,34.84377259,12.50460088,30,8.181420898,1.765722656,5.090808105,-1.399230957,-5.308532715,0.384521484,,,
559,36.17761748,12.51337331,30,7.26685791,0.302062988,6.331359863,-58.27636719,-52.24151611,-84.06066895,,,
560,35.12458204,12.50460088,30,5.609997559,-2.103674316,10.78334961,-61.70501709,-27.41851807,-85.72692871,,,
561,33.62693164,12.51337331,30,6.385192871,3.147436523,3.920239258,12.91351318,-9.687805176,-71.60644531,,,
562,31.80167021,12.50460088,30,7.411010742,4.014147949,3.935192871,35.64300537,8.139038086,-21.55456543,,,
563,31.00604344,12.52215243,30,8.893811035,2.079748535,2.837597656,50.87432861,16.22467041,75.52642822,,,
564,31.75486864,12.51337331,30,11.49215088,-0.746484375,2.396166992,8.406066895,16.72668457,31.29577637,,,
565,31.09964659,12.53093823,30,12.59512939,-1.298571777,2.347119141,-6.47277832,3.994750977,34.98077393,,,
566,27.05131035,12.50460088,30,9.612182617,0.932507324,3.671411133,-6.280517578,2.029418945,54.67681885,,,
567,32.83130486,12.53973074,30,8.431445313,1.611401367,4.543505859,-13.68255615,-6.504821777,48.65264893,,,
568,32.05907888,12.53093823,30,9.123498535,0.773400879,4.615283203,-8.88671875,10.59570313,57.85980225,,,
569,37.95607733,12.53093823,30,8.499035645,0.707006836,4.940673828,-21.8963623,-4.539489746,2.830505371,,,
570,37.48806158,12.54852996,30,8.47989502,0.242248535,5.362365723,-15.00701904,1.805114746,-0.309753418,,,
571,37.6284663,12.53093823,30,8.27532959,0.456384277,5.769702148,-14.25933838,10.13641357,-0.854492188,,,
572,35.12458204,12.54852996,30,9.01463623,-0.588574219,5.386291504,15.89355469,-8.619689941,-14.37683105,,,
573,34.89057416,12.51337331,30,8.859716797,-0.071777344,4.594946289,5.992126465,-8.833312988,-6.504821777,,,
574,31.12304738,12.53973074,30,8.350695801,0.193200684,4.787548828,4.112243652,-2.563476563,-4.389953613,,,
575,36.99664504,12.55733588,30,8.714367676,0.409130859,4.840783691,8.587646484,-5.041503906,-7.252502441,,,
576,34.4459592,12.53973074,30,8.343518066,0.064001465,5.038171387,12.27264404,-3.55682373,-6.65435791,,,
577,38.30708914,12.55733588,30,8.423071289,-1.451098633,5.739196777,-8.822631836,9.922790527,5.639648438,,,
578,38.04968048,12.54852996,30,8.12220459,-0.709399414,5.735009766,-4.197692871,-16.00036621,-6.665039063,,,
579,35.85000645,12.56614851,30,8.079138184,-0.710595703,5.91385498,2.114868164,-8.630371094,-5.308532715,,,
580,36.27122063,12.57496787,30,8.382397461,-0.954638672,5.67878418,6.195068359,-5.821228027,-6.098937988,,,
581,37.74547024,12.58379395,30,8.401538086,-1.038977051,5.156005859,1.901245117,-2.648925781,-2.659606934,,,
582,31.825071,12.57496787,30,8.21730957,-1.088024902,5.381506348,5.479431152,-4.64630127,-6.109619141,,,
583,31.00604344,12.58379395,30,8.146728516,-1.179541016,5.464050293,2.777099609,-6.312561035,-5.169677734,,,
584,30.63163084,12.59262676,30,8.145532227,-1.245336914,5.336645508,7.060241699,-10.23254395,-6.622314453,,,
585,32.1994836,12.59262676,30,8.091699219,-1.298571777,5.373132324,11.92016602,-6.098937988,-7.060241699,,,
586,34.75016944,12.58379395,30,8.207739258,-0.92532959,5.16796875,3.140258789,-8.374023438,-4.528808594,,,
587,33.22911825,12.56614851,30,8.199963379,-1.227392578,5.675793457,7.263183594,-3.706359863,-2.606201172,,,
588,31.825071,12.59262676,30,7.86739502,-1.418798828,6.102868652,8.395385742,-6.536865234,-5.180358887,,,
589,33.36952298,12.6103126,30,7.671801758,-1.28840332,6.018530273,4.977416992,-9.645080566,-6.002807617,,,
590,29.7658017,12.58379395,30,7.797412109,-1.573120117,6.002978516,5.415344238,-7.220458984,-4.96673584,,,
591,26.81730248,12.59262676,30,7.660437012,-1.071276855,6.193188477,13.57574463,-10.11505127,-8.406066895,,,
592,29.43819068,12.61916563,30,7.946948242,-0.760241699,5.93359375,-1.976013184,-9.175109863,-4.667663574,,,
593,28.17454815,12.6103126,30,7.716064453,-0.501245117,5.80559082,14.87884521,-5.490112305,-7.530212402,,,
594,27.58952846,12.62802541,30,7.915844727,-0.285314941,5.621960449,-2.221679688,-0.106811523,-5.639648438,,,
595,33.67373321,12.61916563,30,7.460058594,-1.343432617,6.262573242,13.94958496,-6.942749023,-7.113647461,,,
596,35.35858991,12.62802541,30,7.521069336,-0.987536621,6.213525391,1.602172852,-4.325866699,-6.675720215,,,
597,34.58636393,12.61916563,30,7.94934082,-0.915161133,6.016137695,19.57855225,-10.16845703,-4.315185547,,,
598,31.40385683,12.6103126,30,7.830310059,-0.575415039,6.134570313,3.396606445,-7.765197754,-4.507446289,,,
599,35.70960173,12.63689195,30,7.722644043,-0.501245117,6.272741699,5.714416504,-7.562255859,-4.795837402,,,
600,30.58482926,12.61916563,30,7.887133789,-0.941479492,5.788244629,2.349853516,-7.530212402,-3.546142578,,,
601,33.83753873,12.62802541,30,7.875769043,-0.869702148,5.672802734,6.622314453,-6.846618652,-2.937316895,,,
602,33.81413794,12.61916563,30,8.156896973,-1.388891602,5.910266113,-17.34619141,-2.584838867,3.05480957,,,
603,34.75016944,12.62802541,30,7.358374023,-1.771105957,6.294274902,5.361938477,-2.275085449,-3.952026367,,,
604,35.14798283,12.64576525,30,7.140649414,-1.858435059,6.545495605,13.25531006,-7.19909668,-8.811950684,,,
605,29.34458753,12.66353215,30,7.480993652,-1.332067871,6.295471191,-0.106811523,-9.826660156,-6.69708252,,,
606,34.86717338,12.64576525,30,6.652563477,-1.631140137,7.214819336,7.145690918,-1.174926758,-2.178955078,,,
607,30.95924186,12.64576525,30,6.433044434,-1.317114258,7.117321777,4.60357666,-8.38470459,-5.126953125,,,
608,35.0075781,12.64576525,30,7.430151367,-1.132287598,6.146533203,2.584838867,-3.161621094,-9.356689453,,,
609,35.80320488,12.64576525,30,6.983337402,-2.215527344,6.67947998,5.735778809,20.5078125,3.044128418,,,
610,39.07931513,12.64576525,30,6.29666748,-2.146740723,7.628735352,6.173706055,-1.495361328,-6.066894531,,,
611,39.54733088,12.65464532,30,6.022119141,-1.702319336,7.608398438,7.369995117,-5.757141113,-5.949401855,,,
612,37.27745449,12.66353215,30,5.963500977,-1.597045898,7.729821777,8.128356934,-6.739807129,-5.543518066,,,
613,38.21348599,12.65464532,30,5.91385498,-1.715478516,7.867993164,5.191040039,-6.195068359,-5.757141113,,,
614,35.33518913,12.66353215,30,5.834301758,-1.708300781,7.722644043,5.628967285,-6.750488281,-5.532836914,,,
615,35.9436096,12.67242577,30,5.935986328,-1.879370117,7.638305664,2.862548828,-6.69708252,-4.197692871,,,
616,34.49276078,12.69023334,30,6.127990723,-2.171264648,7.503723145,4.486083984,-4.518127441,-3.631591797,,,
617,33.79073715,12.68132616,30,6.110644531,-1.678393555,7.605407715,4.870605469,-8.106994629,-4.827880859,,,
618,30.30401981,12.66353215,30,6.639404297,-1.656860352,7.266259766,4.197692871,-9.06829834,-3.749084473,,,
619,29.71900013,12.67242577,30,6.598730469,-1.714282227,7.157995605,7.284545898,-6.942749023,-5.522155762,,,
620,35.3819907,12.69023334,30,6.238049316,-1.457080078,7.307531738,9.292602539,-4.731750488,-2.243041992,,,
621,27.8937387,12.68132616,30,6.32956543,-1.764526367,7.769299316,-14.29138184,-12.58239746,2.040100098,,,
622,30.8890395,12.65464532,30,6.67947998,-1.574316406,7.106555176,1.388549805,-7.284545898,-5.78918457,,,
623,28.2681513,12.68132616,30,6.710583496,-1.643103027,7.142443848,4.528808594,-7.327270508,-5.361938477,,,
624,28.50215918,12.67242577,30,6.704602051,-1.729833984,7.04375,2.381896973,-5.223083496,-3.78112793,,,
625,32.50369384,12.67242577,30,6.506018066,-2.854345703,6.890026855,-20.32623291,-0.213623047,-3.930664063,,,
626,35.24158598,12.69023334,30,5.99161377,-2.965600586,7.463647461,11.94152832,7.51953125,0.395202637,,,
627,32.62069778,12.71699566,30,5.433544922,-2.467346191,7.863208008,6.141662598,-6.002807617,-6.184387207,,,
628,31.70806706,12.69023334,30,5.388085938,-2.368652344,7.976257324,5.14831543,0.736999512,-3.78112793,,,
629,35.49899464,12.69914732,30,5.194885254,-2.415905762,7.620361328,14.63317871,9.815979004,14.98565674,,,
630,33.15891589,12.69914732,30,4.179833984,-2.488879395,8.827416992,-0.021362305,-16.52374268,-15.2633667,,,
631,31.56766234,12.69914732,30,4.183422852,-2.286706543,8.677282715,1.879882813,-5.714416504,-7.818603516,,,
632,29.99980958,12.71699566,30,4.000390625,-2.667126465,8.583972168,2.809143066,-7.70111084,-7.412719727,,,
633,33.81413794,12.70806809,30,4.047045898,-2.414111328,8.700012207,9.378051758,-2.990722656,-6.002807617,,,
634,28.31495288,12.70806809,30,4.19777832,-2.707202148,8.424267578,-0.630187988,5.596923828,2.798461914,,,
635,24.8984379,12.71699566,30,3.479406738,-3.200073242,8.81126709,2.510070801,-7.102966309,-6.323242188,,,
,,,,,,,,,,,,
